LY2DT CW-LP

Utc     Mhz     Mode    Call    Sent    Rcvd
16:13   14      Cw      R3ZDZ   59967   59902
16:13   14      Cw      S56Q    59967   59977
16:14   14      Cw      LY1DI   59967   59989
16:15   14      Cw      HA6NL   59967   59972
16:15   14      Cw      YO6KNY  59967   59984
16:17   14      Cw      DL1CW   59967   59980
16:17   14      Cw      R3ZKC   59967   59902
16:19   14      Cw      RK4FF   59967   59980
16:20   14      Cw      R3ZAQ   59967   59902
18:23   14      Cw      LY2BW   59967   59973
18:24   14      Cw      OK1SI   59967   59984
18:25   14      Cw      UA3DOM  59967   59978
18:26   14      Cw      G3GLL   59967   59949
18:27   14      Cw      G0KCP   59967   59993
18:29   14      Cw      OH6NIO  59967   59985
18:29   14      Cw      G3VQO   59967   59966
18:30   14      Cw      R3ZLP   59967   59902
18:30   14      Cw      DL6KWN  59967   59965
18:30   14      Cw      SP9KRT  59967   59970
18:31   14      Cw      YZ1U    59967   59901
18:32   14      Cw      HA2NMP  59967   59902
18:32   14      Cw      RZ4AG   59967   59992
18:33   14      Cw      SP6LK   59967   59957
18:34   14      Cw      OK2PAY  59967   59968
18:35   14      Cw      S58Q    59967   59969
18:36   14      Cw      LY2OX   59967   59966
18:37   14      Cw      DL9GUN  59967   59985
18:38   14      Cw      OK1AOV  59967   59965
18:38   14      Cw      UX7QD   59967   59975
18:39   14      Cw      IK5TIK  59967   59993
18:41   14      Cw      UY5ZI   59967   59966
18:42   14      Cw      F6IRF   59967   59983
18:42   14      Cw      UA6LTI  59967   59979
18:43   14      Cw      HB9IAL  59967   59994
18:44   14      Cw      RU4CO   59967   59981
18:45   14      Cw      IN3NOR  59967   59982
18:46   14      Cw      EI7GC   59967   59989
18:47   14      Cw      HA3GA   59967   59962
18:47   14      Cw      HG1S    59967   59983
18:49   14      Cw      R3ZUO   59967   59902
18:52   14      Cw      RX3AGQ  59967   59989
18:59   14      Cw      DF9DM   59967   59979
18:59   14      Cw      DK3DM   59967   59990
19:04   14      Cw      LY2PX   59967   59968
19:07   14      Cw      LY4AA   59967   59995
19:07   14      Cw      SM2T    59967   59971
19:08   14      Cw      LZ2TU   59967   59980
19:09   14      Cw      OK1AYY  59967   59964
19:12   14      Cw      LX1NO   59967   55990
19:28   3.5     Cw      YL8M    59967   59975
19:28   3.5     Cw      UA2FL   59967   59964
19:28   3.5     Cw      LY2FN   59967   59978
19:29   3.5     Cw      9A5Y    59967   59985
19:29   3.5     Cw      LY4AA   59967   59995
19:30   3.5     Cw      LY2TE   59967   59984
19:31   3.5     Cw      LY750CT 59967   59977
19:32   3.5     Cw      LY2BW   59967   59973
19:32   3.5     Cw      LY1DI   59967   59989
19:33   3.5     Cw      HG1S    59967   59983
19:34   3.5     Cw      SK3W    59967   59973
19:37   3.5     Cw      YO7FTP/ 59967   59960
19:38   3.5     Cw      LY2UF   59967   59990
19:39   3.5     Cw      ES5RY   59967   59979
19:40   3.5     Cw      LY2TX   59967   59957
19:41   3.5     Cw      OH2LU   59967   59953
19:41   3.5     Cw      SP1AEN  59967   59972
19:42   3.5     Cw      EW8OS   59967   59967
19:44   3.5     Cw      EU1AZ   59967   59987
19:44   3.5     Cw      LY2OX   59967   59966
19:48   3.5     Cw      OH1F    59967   59986
19:51   3.5     Cw      YL0A    59967   59973
19:52   3.5     Cw      EW8DX   59967   59965
19:57   3.5     Cw      EU1DX   59967   59986
19:58   3.5     Cw      OM7VF   59967   59964
19:59   3.5     Cw      LY2FF   59967   59960
20:02   3.5     Cw      LY2CY   59967   59965
20:03   3.5     Cw      UA1ARX  59967   59901
20:03   3.5     Cw      UA2CZ   59967   59966
20:04   3.5     Cw      RK3FF   59967   59983
20:05   3.5     Cw      OK2FD   59967   59965
20:05   3.5     Cw      LY2KM   59967   59982
20:06   3.5     Cw      HA3PT   59967   59973
20:06   3.5     Cw      UA2BD   59967   59959
20:07   3.5     Cw      LY2BUU  59967   59991
20:08   3.5     Cw      LY9A    59967   59975
20:09   3.5     Cw      LY2BOS  59967   59984
20:09   3.5     Cw      UA2FF   59967   59976
20:12   3.5     Cw      DL7VZF  59967   59976
20:13   3.5     Cw      UA4CCG  59967   59973
20:14   3.5     Cw      OK1KTI  59967   59953
20:16   3.5     Cw      DK3DM   59967   59990
20:17   3.5     Cw      OK2BND  59967   59966
20:18   3.5     Cw      DK3AX   59967   59967
20:19   3.5     Cw      UA2FBQ  59967   59983
20:19   3.5     Cw      ON6UQ   59967   59984
20:20   3.5     Cw      OK2WTM  59967   59999
20:21   3.5     Cw      UT5UGR  59967   59985
20:21   3.5     Cw      RA3NZ   59967   59990
20:22   3.5     Cw      UR5AV   59967   59981
20:23   3.5     Cw      LY2FY   59967   59984
20:24   3.5     Cw      PA3BFH  59967   59980
20:24   3.5     Cw      UA1CEC  59967   59998
20:25   3.5     Cw      DL1MGB  59967   59990
20:29   3.5     Cw      DL1LAW  59967   59982
20:30   3.5     Cw      LY7Z    59967   59988
20:31   3.5     Cw      RA2FO   59967   59973
20:32   3.5     Cw      SM6CRM  59967   59961
20:33   3.5     Cw      LY2BBF  59967   59972
20:34   3.5     Cw      RZ3VA   59967   59985
20:34   3.5     Cw      LY5G    59967   59977
20:35   3.5     Cw      OL5Y    59967   59984
20:36   3.5     Cw      LY2IJ   59967   59981
20:36   3.5     Cw      YO7BGA  59967   59971
20:37   3.5     Cw      RK3AWL  59967   59986
20:38   3.5     Cw      OK2PDT  59967   59967
20:38   3.5     Cw      RA3FD   59967   59989
20:39   3.5     Cw      LY2BBI  59967   59972
20:39   3.5     Cw      UA6LTI  59967   59979
20:39   3.5     Cw      RW1AC/1 59967   59984
20:45   1.8     Cw      LY7Z    59967   59988
20:46   1.8     Cw      LY4AA   59967   59995
20:48   1.8     Cw      LY2OX   59967   59966
20:50   1.8     Cw      YL0A    59967   59973
20:54   1.8     Cw      LY2UF   59967   59990
