date	utc	nr	band	mode	call	rcvd	rcvd
04. Aug 01	2127	987	160	CW	S58A	599	68
04. Aug 01	2128	988	160	CW	RK3BA	599	90
04. Aug 01	2129	989	160	CW	LY1CT	599	77
04. Aug 01	2130	990	160	CW	RV1AW	599	85
04. Aug 01	2131	991	160	CW	UA6LTI	599	79
04. Aug 01	2131	992	160	CW	SP7GIQ	599	72
04. Aug 01	2132	993	160	CW	HA7PF	599	59
04. Aug 01	2132	994	160	CW	F2JD	599	67
04. Aug 01	2133	995	160	CW	LY2OM	599	58
04. Aug 01	2134	996	160	CW	RG3A	599	82
04. Aug 01	2134	997	160	CW	HA6NL	599	72
04. Aug 01	2135	998	160	CW	OH3WW	599	73
04. Aug 01	2136	999	160	CW	EU1FC	599	89
04. Aug 01	2136	1000	160	CW	S53Z	599	64
04. Aug 01	2136	1001	160	CW	LY2FN	599	78
04. Aug 01	2137	1002	160	CW	S59D	599	64
04. Aug 01	2138	1003	160	CW	G3LHJ	599	56
04. Aug 01	2139	1004	160	CW	HB9ARF	599	71
04. Aug 01	2140	1005	160	CW	YO6BHN	599	74
04. Aug 01	2142	1006	160	CW	OK1HSF	599	86
04. Aug 01	2143	1007	160	CW	YU7KW	599	75
04. Aug 01	2144	1008	160	CW	RW1AC	599	84
04. Aug 01	2144	1009	160	CW	9A1CMS	599	76
04. Aug 01	2145	1010	160	CW	PA3BFH	599	80
04. Aug 01	2146	1011	160	CW	YU1UH	599	81
04. Aug 01	2147	1012	160	CW	YO2DFA	599	83
04. Aug 01	2148	1013	160	CW	G3LZQ	599	57
04. Aug 01	2148	1014	160	CW	S55A	599	63
04. Aug 01	2149	1015	160	CW	DK3DUA	599	87
04. Aug 01	2150	1016	160	CW	EU8RZ	599	69
04. Aug 01	2150	1017	160	CW	RZ3AZ	599	93
04. Aug 01	2151	1018	160	CW	LY9A	599	75
04. Aug 01	2152	1019	160	CW	RK3AWL	599	92
04. Aug 01	2152	1020	160	CW	UW7F	599	80
04. Aug 01	2153	1021	160	CW	DJ2EV	599	54
04. Aug 01	2154	1022	160	CW	YL2GD	599	73
04. Aug 01	2155	1023	160	CW	RN4WA	599	91
04. Aug 01	2157	1024	160	CW	DL7FER	599	93
04. Aug 01	2158	1025	160	CW	RM3C	599	77
04. Aug 01	2159	1026	160	CW	UA4CCG	599	73
04. Aug 01	2159	1027	160	CW	GM3CFS	599	47
