date	utc	nr	band	mode	call	rcvd	rcvd
04. Aug 01	1037	74	10	CW	9A1AA	599	77
04. Aug 01	1038	75	10	CW	LY2BM	599	77
04. Aug 01	1038	76	10	CW	LY1BX	599	38
04. Aug 01	1039	77	10	CW	LY2FF	599	60
04. Aug 01	1039	78	10	CW	RW1AC	599	84
04. Aug 01	1040	79	10	CW	G3TXF	599	65
04. Aug 01	1040	80	10	CW	SM5G	599	78
04. Aug 01	1040	81	10	CW	RZ3AZ	599	93
04. Aug 01	1041	82	10	CW	G2SA	599	28
04. Aug 01	1042	83	10	CW	YO5OHO	599	95
04. Aug 01	1043	84	20	CW	RW3DOX	599	98
04. Aug 01	1043	85	20	CW	HA8MD	599	98
04. Aug 01	1044	86	20	CW	RN4SS	599	83
04. Aug 01	1044	87	20	CW	RV6LSS	599	95
04. Aug 01	1044	88	20	CW	RA6FV	599	84
04. Aug 01	1045	89	20	CW	DL3KWR	599	75
04. Aug 01	1045	90	20	CW	OM3YCA	599	59
04. Aug 01	1046	91	20	CW	RU4HH	599	81
04. Aug 01	1046	92	20	CW	RW4AA	599	83
04. Aug 01	1046	93	20	CW	ON4XG	599	53
04. Aug 01	1047	94	20	CW	YT1UR	599	73
04. Aug 01	1047	95	20	CW	LY3BAD	599	87
04. Aug 01	1048	96	20	CW	EA7AKJ	599	95
04. Aug 01	1048	97	20	CW	RA4FJV	599	98
04. Aug 01	1049	98	20	CW	RU6CZ	599	87
04. Aug 01	1049	99	20	CW	LZ1AZ	599	63
04. Aug 01	1050	100	20	CW	G0CKP	599	85
04. Aug 01	1050	101	20	CW	EI6AN	599	63
04. Aug 01	1051	102	20	CW	ON7SF	599	70
04. Aug 01	1051	103	20	CW	ON6LO	599	73
04. Aug 01	1051	104	20	CW	HA1ZK	599	65
04. Aug 01	1052	105	20	CW	RN3BK	599	75
04. Aug 01	1052	106	20	CW	S52QM	599	81
04. Aug 01	1052	107	20	CW	SM3AHM	599	51
04. Aug 01	1053	108	20	CW	YU1IJ	599	71
04. Aug 01	1053	109	20	CW	YO3FLR	599	89
04. Aug 01	1053	110	20	CW	OM7VF	599	64
04. Aug 01	1054	111	20	CW	SP8BAB	599	65
04. Aug 01	1055	112	20	CW	RM3C	599	77
04. Aug 01	1055	113	20	CW	UA1CEC	599	98
04. Aug 01	1056	114	20	CW	I1GEA	599	66
04. Aug 01	1056	115	20	CW	UU6JJ	599	83
04. Aug 01	1058	116	20	CW	G4OGB	599	82
04. Aug 01	1058	117	20	CW	UA1ZZ	599	59
04. Aug 01	1059	118	20	CW	G3JZI	599	77
04. Aug 01	1059	119	20	CW	RW4HL	599	78
04. Aug 01	1059	120	20	CW	DL2LSM	599	60
04. Aug 01	1100	121	20	CW	HB9AUK	599	54
04. Aug 01	1100	122	20	CW	OE1UKU	599	78
04. Aug 01	1101	123	20	CW	RK1NA	599	66
04. Aug 01	1101	124	20	CW	SM2T	599	71
04. Aug 01	1102	125	20	CW	OK1WH	599	68
04. Aug 01	1102	126	20	CW	RW6AHO	599	83
04. Aug 01	1103	127	20	CW	G0MTN	599	88
04. Aug 01	1103	128	20	CW	RA3TLA	599	94
04. Aug 01	1103	129	20	CW	Z35M	599	87
04. Aug 01	1104	130	20	CW	UA3YFA	599	91
04. Aug 01	1104	131	20	CW	HG4F	599	78
04. Aug 01	1104	132	20	CW	G0MRH	599	84
04. Aug 01	1106	133	20	CW	G2DAN	599	87
04. Aug 01	1107	134	20	CW	PA0JED	599	74
04. Aug 01	1108	135	20	CW	OM3TU	599	86
04. Aug 01	1108	136	20	CW	LY9A	599	75
04. Aug 01	1108	137	20	CW	UA4LU	599	77
04. Aug 01	1109	138	20	CW	LZ1FJ	599	65
04. Aug 01	1109	139	20	CW	RK3BA	599	90
04. Aug 01	1110	140	20	CW	F5RBG	599	90
04. Aug 01	1110	141	20	CW	OK1AOV	599	65
04. Aug 01	1111	142	15	CW	YU1BX	599	64
04. Aug 01	1112	143	15	CW	EU1MM	599	79
04. Aug 01	1112	144	15	CW	RW3QC	599	82
04. Aug 01	1113	145	15	CW	UA3TU	599	77
04. Aug 01	1113	146	15	CW	LY2KW	599	82
04. Aug 01	1113	147	15	CW	S59AA	599	50
04. Aug 01	1114	148	15	CW	RA1ARJ	599	99
04. Aug 01	1114	149	15	CW	RN4HH	599	83
04. Aug 01	1115	150	15	CW	RK4FF	599	80
04. Aug 01	1115	151	15	CW	LY2TE	599	84
04. Aug 01	1116	152	15	CW	HA1RR	599	85
04. Aug 01	1116	153	15	CW	LY1BW	599	75
04. Aug 01	1116	154	15	CW	YZ1SG	599	88
04. Aug 01	1117	155	15	CW	UA3WW	599	51
04. Aug 01	1118	156	15	CW	OK2BFN	599	63
04. Aug 01	1119	157	15	CW	UW7F	599	80
04. Aug 01	1119	158	15	CW	LY2MM	599	70
04. Aug 01	1120	159	15	CW	SP9KRT	599	70
04. Aug 01	1120	160	15	CW	YO7VJ	599	64
04. Aug 01	1121	161	15	CW	RK3FT	599	83
04. Aug 01	1121	162	15	CW	RK1NA	599	66
04. Aug 01	1122	163	15	CW	RN6CF	599	68
04. Aug 01	1122	164	15	CW	OK2FD	599	65
04. Aug 01	1122	165	15	CW	RW1ZA	599	79
04. Aug 01	1123	166	15	CW	EW1EA	599	80
04. Aug 01	1123	167	15	CW	LY1CT	599	77
04. Aug 01	1123	168	15	CW	EU1DX	599	86
04. Aug 01	1124	169	15	CW	YO6ADW	599	64
04. Aug 01	1124	170	15	CW	S56A	599	62
04. Aug 01	1124	171	15	CW	LZ2FM	599	90
04. Aug 01	1125	172	15	CW	UA4LU	599	77
04. Aug 01	1125	173	15	CW	UA4CCG	599	73
04. Aug 01	1125	174	15	CW	SP2PI	599	58
04. Aug 01	1126	175	15	CW	LZ1ZM	599	81
04. Aug 01	1126	176	15	CW	OL4M	599	47
04. Aug 01	1126	177	15	CW	S51JM	599	69
04. Aug 01	1127	178	15	CW	UW2F	599	78
04. Aug 01	1127	179	15	CW	RN2FF	599	90
04. Aug 01	1128	180	15	CW	RW4FX	599	90
04. Aug 01	1128	181	15	CW	YO9FJW	599	88
04. Aug 01	1129	182	15	CW	YO4ZF	599	59
04. Aug 01	1130	183	15	CW	LZ2KTR	599	01
04. Aug 01	1130	184	15	CW	RN3DN	599	69
04. Aug 01	1130	185	15	CW	SM3W	599	97
04. Aug 01	1131	186	15	CW	RK3AWL	599	92
04. Aug 01	1131	187	15	CW	RZ3FA	599	95
04. Aug 01	1131	188	15	CW	YO6BHN	599	74
04. Aug 01	1132	189	15	CW	LY1BX	599	38
04. Aug 01	1132	190	15	CW	RU3RQ	599	92
04. Aug 01	1132	191	15	CW	UY3QW	599	83
04. Aug 01	1132	192	15	CW	YO5OHO	599	95
04. Aug 01	1133	193	15	CW	RW1AC	599	84
04. Aug 01	1133	194	15	CW	RN6AL	599	85
04. Aug 01	1133	195	15	CW	LY2BM	599	77
04. Aug 01	1133	196	15	CW	ES1TM	599	49
04. Aug 01	1134	197	15	CW	SP7GIQ	599	72
04. Aug 01	1134	198	15	CW	RU4LM	599	88
04. Aug 01	1134	199	15	CW	RG3A	599	82
04. Aug 01	1135	200	15	CW	RN3BK	599	75
04. Aug 01	1135	201	15	CW	UT8LO	599	86
04. Aug 01	1136	202	15	CW	RZ4FA	599	83
04. Aug 01	1136	203	15	CW	LY2TX	599	57
04. Aug 01	1137	204	15	CW	HG5Z	599	88
04. Aug 01	1138	205	15	CW	UA4RF	599	72
04. Aug 01	1138	206	15	CW	RA1ACJ	599	90
04. Aug 01	1139	207	15	CW	YU1LM/QRP	599	78
04. Aug 01	1139	208	15	CW	UA6LTI	599	79
04. Aug 01	1140	209	15	CW	US3QW	599	79
04. Aug 01	1141	210	15	CW	LY2UF	599	90
04. Aug 01	1141	211	15	CW	LY2CY	599	65
04. Aug 01	1142	212	15	CW	S59L	599	66
04. Aug 01	1142	213	15	CW	UA4FER	599	75
04. Aug 01	1143	214	15	CW	RM3C	599	77
04. Aug 01	1144	215	15	CW	UA2FC	599	73
04. Aug 01	1144	216	15	CW	HG3G	599	92
04. Aug 01	1144	217	15	CW	YL2GD	599	73
04. Aug 01	1145	218	15	CW	YU1IJ	599	71
04. Aug 01	1145	219	15	CW	YZ1AU	599	81
04. Aug 01	1146	220	15	CW	UA3YFA	599	91
04. Aug 01	1146	221	15	CW	OM7VF	599	64
04. Aug 01	1147	222	15	CW	RV6LSS	599	95
04. Aug 01	1148	223	15	CW	OK1HX	599	51
04. Aug 01	1149	224	15	CW	S53MJ	599	68
04. Aug 01	1149	225	15	CW	UY5ZZ	599	67
04. Aug 01	1149	226	15	CW	HA4YF	599	67
04. Aug 01	1150	227	15	CW	SM5G	599	78
04. Aug 01	1150	228	15	CW	YZ1V	599	83
04. Aug 01	1150	229	15	CW	UA2FZ	599	82
04. Aug 01	1151	230	15	CW	UA3ABJ	599	66
04. Aug 01	1151	231	15	CW	PA3AQM	599	76
04. Aug 01	1152	232	15	CW	OH6RX	599	88
04. Aug 01	1153	233	15	CW	LY6M	599	91
04. Aug 01	1154	234	10	CW	YO9FJW	599	88
04. Aug 01	1154	235	10	CW	RK4FF	599	80
04. Aug 01	1154	236	10	CW	ON6CW	599	80
04. Aug 01	1155	237	10	CW	9H1ZA	599	62
04. Aug 01	1155	238	10	CW	YZ1SG	599	88
04. Aug 01	1156	239	10	CW	G4ELZ	599	75
04. Aug 01	1156	240	10	CW	LY2HN	599	78
04. Aug 01	1159	241	10	CW	DL3ZAI	599	63
04. Aug 01	1159	242	10	CW	T92A	599	61
04. Aug 01	1159	243	10	CW	9A2AJ	599	65
04. Aug 01	1200	244	10	CW	ON4XG	599	53
04. Aug 01	1200	245	10	CW	LZ1AZ	599	63
04. Aug 01	1202	246	10	CW	YO4PX/P	599	80
04. Aug 01	1203	247	10	CW	RK3FT	599	83
04. Aug 01	1203	248	10	CW	UA3QQQ	599	81
04. Aug 01	1204	249	10	CW	UA1ANA	599	70
04. Aug 01	1204	250	10	CW	RM3C	599	77
04. Aug 01	1205	251	10	CW	YU1UH	599	81
04. Aug 01	1205	252	10	CW	YO6BHN	599	74
04. Aug 01	1206	253	10	CW	S51TA	599	94
04. Aug 01	1207	254	10	CW	YU1BX	599	64
04. Aug 01	1208	255	10	CW	DL7VMM	599	65
04. Aug 01	1209	256	10	CW	J49R	599	73
04. Aug 01	1209	257	10	CW	S52QM	599	81
04. Aug 01	1210	258	10	CW	RW1QM/1	599	97
04. Aug 01	1211	259	10	CW	OK1MNV	599	70
04. Aug 01	1212	260	10	CW	OK1DRU	599	82
04. Aug 01	1213	261	10	CW	RA1ARJ	599	99
04. Aug 01	1214	262	10	CW	DL1DTC	599	76
04. Aug 01	1215	263	10	CW	SP7GIQ	599	72
04. Aug 01	1216	264	10	CW	OK2PP	599	63
04. Aug 01	1216	265	10	CW	SV1EDY	599	96
04. Aug 01	1217	266	10	CW	OH3WW	599	73
04. Aug 01	1219	267	10	CW	LY2GV	599	79
04. Aug 01	1220	268	10	CW	UT1FA	599	77
04. Aug 01	1221	269	10	CW	SP2PI	599	58
04. Aug 01	1221	270	10	CW	S53MJ	599	68
04. Aug 01	1221	271	10	CW	SP9CTW	599	68
04. Aug 01	1222	272	10	CW	LY6M	599	91
04. Aug 01	1225	273	20	CW	RN2FF	599	90
04. Aug 01	1225	274	20	CW	RU4LM	599	88
04. Aug 01	1226	275	20	CW	OK2PP	599	63
04. Aug 01	1226	276	20	CW	LY2KW	599	82
04. Aug 01	1226	277	20	CW	YZ1SG	599	88
04. Aug 01	1228	278	20	CW	SP3JUN	599	77
04. Aug 01	1228	279	20	CW	OH6RX	599	88
04. Aug 01	1229	280	20	CW	RN3DN	599	66
04. Aug 01	1230	281	20	CW	HA3NU	599	72
04. Aug 01	1230	282	20	CW	RN4WA	599	91
04. Aug 01	1231	283	20	CW	ES1TM	599	49
04. Aug 01	1231	284	20	CW	UA3WT	599	58
04. Aug 01	1231	285	20	CW	RU4CO	599	81
04. Aug 01	1232	286	20	CW	YO5DAS	599	82
04. Aug 01	1232	287	20	CW	LY1BW	599	75
04. Aug 01	1233	288	20	CW	F5PLC/M	599	50
04. Aug 01	1233	289	20	CW	HG6Z	599	88
04. Aug 01	1234	290	20	CW	LZ1ZM	599	81
04. Aug 01	1234	291	20	CW	RN6LG	599	82
04. Aug 01	1235	292	20	CW	EU8RZ	599	69
04. Aug 01	1235	293	20	CW	LY1DI	599	89
04. Aug 01	1236	294	20	CW	DL2LAB	599	72
04. Aug 01	1236	295	20	CW	UV5U	599	72
04. Aug 01	1236	296	20	CW	RK4FF	599	80
04. Aug 01	1237	297	20	CW	UA1ANA	599	70
04. Aug 01	1238	298	20	CW	DL5MDU	599	85
04. Aug 01	1238	299	20	CW	HB9BGI	599	76
04. Aug 01	1238	300	20	CW	F5RAB	599	90
04. Aug 01	1239	301	20	CW	RW3TA	599	78
04. Aug 01	1239	302	20	CW	DL5MC	599	64
04. Aug 01	1239	303	20	CW	RW1AC	599	84
04. Aug 01	1239	304	20	CW	LY2TX	599	57
04. Aug 01	1240	305	20	CW	EU1MM	599	79
04. Aug 01	1241	306	20	CW	RA4NF	599	83
04. Aug 01	1241	307	20	CW	HA8EK	599	76
04. Aug 01	1242	308	20	CW	YT7TY	599	80
04. Aug 01	1244	309	20	CW	YZ1V	599	83
04. Aug 01	1245	310	20	CW	RW3XA	599	79
04. Aug 01	1245	311	20	CW	DL1CC	599	65
04. Aug 01	1246	312	20	CW	OH3XR	599	81
04. Aug 01	1246	313	20	CW	UW2F	599	78
04. Aug 01	1247	314	20	CW	G4WFQ	599	83
04. Aug 01	1247	315	20	CW	SM3EVR	599	74
04. Aug 01	1248	316	20	CW	YO4PX/P	599	80
04. Aug 01	1248	317	20	CW	UA4RF	599	72
04. Aug 01	1248	318	20	CW	LY2BM	599	77
04. Aug 01	1249	319	20	CW	DJ8SW	599	63
04. Aug 01	1250	320	20	CW	S59AA	599	50
04. Aug 01	1251	321	20	CW	RA1OZ	599	95
04. Aug 01	1251	322	20	CW	US3QW	599	79
04. Aug 01	1252	323	20	CW	LZ2UZ	599	92
04. Aug 01	1252	324	20	CW	SM5G	599	78
04. Aug 01	1253	325	20	CW	UX5VK	599	63
04. Aug 01	1254	326	20	CW	UA1TBK	599	74
04. Aug 01	1256	327	15	CW	DL1DTC	599	76
04. Aug 01	1256	328	15	CW	G3WVG	599	67
04. Aug 01	1257	329	15	CW	9A2AJ	599	65
04. Aug 01	1257	330	15	CW	S58O	599	63
04. Aug 01	1258	331	15	CW	J49R	599	73
04. Aug 01	1259	332	15	CW	OK1DRU	599	82
04. Aug 01	1259	333	15	CW	RT3A	599	60
04. Aug 01	1300	334	15	CW	OK2DU	599	65
04. Aug 01	1300	335	15	CW	LY7Z	599	88
04. Aug 01	1301	336	15	CW	YU1UH	599	81
04. Aug 01	1302	337	15	CW	EU8RZ	599	69
04. Aug 01	1303	338	15	CW	T92A	599	61
04. Aug 01	1305	339	15	CW	OH1MM	599	87
04. Aug 01	1305	340	15	CW	YU7KW	599	75
04. Aug 01	1307	341	15	CW	ON6CW	599	80
04. Aug 01	1307	342	15	CW	YO5DAS	599	82
04. Aug 01	1308	343	15	CW	OH3XR	599	81
04. Aug 01	1309	344	15	CW	9A/OK1QM	599	83
04. Aug 01	1310	345	15	CW	DJ5GG	599	59
04. Aug 01	1310	346	15	CW	LY5G	599	77
04. Aug 01	1313	347	15	CW	LY9A	599	75
04. Aug 01	1313	348	15	CW	RA6AX	599	72
04. Aug 01	1314	349	15	CW	RA4HW	599	72
04. Aug 01	1316	350	15	CW	HA8MD	599	98
04. Aug 01	1316	351	15	CW	EU1FC	599	89
04. Aug 01	1317	352	15	CW	ES5RY	599	79
04. Aug 01	1318	353	15	CW	LY3BAD	599	87
04. Aug 01	1318	354	15	CW	UA3WW	599	51
04. Aug 01	1320	355	15	CW	F6FTB/P	599	71
04. Aug 01	1321	356	15	CW	LZ5QZ	599	95
04. Aug 01	1322	357	15	CW	UA3AMY	599	73
04. Aug 01	1323	358	15	CW	F5TVG	599	94
04. Aug 01	1323	359	15	CW	YO7LBU	599	87
04. Aug 01	1324	360	15	CW	OH2YL	599	47
04. Aug 01	1325	361	15	CW	LY2FN	599	78
04. Aug 01	1325	362	15	CW	UY8IF	599	80
04. Aug 01	1325	363	15	CW	UA1ANA	599	70
04. Aug 01	1326	364	15	CW	UV5U	599	72
04. Aug 01	1327	365	15	CW	YZ1EA	599	78
04. Aug 01	1328	366	15	CW	US7IGF	599	88
04. Aug 01	1329	367	15	CW	RW3XA	599	79
04. Aug 01	1329	368	15	CW	LY2OX	599	66
04. Aug 01	1330	369	15	CW	DL1CC	599	65
04. Aug 01	1331	370	15	CW	F6BBO	599	70
04. Aug 01	1333	371	15	CW	YO4CSL	599	81
04. Aug 01	1333	372	15	CW	DL3KWR	599	75
04. Aug 01	1334	373	15	CW	HB9ARF	599	71
04. Aug 01	1335	374	15	CW	OH3WW	599	73
04. Aug 01	1337	375	10	CW	YO3KPA	599	93
04. Aug 01	1337	376	10	CW	F5IN	599	65
04. Aug 01	1339	377	10	CW	EU8RZ	599	69
04. Aug 01	1339	378	10	CW	ER1LW	599	84
04. Aug 01	1339	379	10	CW	LY9A	599	75
04. Aug 01	1340	380	10	CW	OK1WWJ	599	99
04. Aug 01	1341	381	10	CW	YU1OJ	599	88
04. Aug 01	1343	382	10	CW	YO3ND	599	70
04. Aug 01	1344	383	10	CW	RZ4AG	599	96
04. Aug 01	1345	384	10	CW	RN6LG	599	82
04. Aug 01	1348	385	10	CW	DL6UNF	599	65
04. Aug 01	1348	386	10	CW	YO4NF	599	90
04. Aug 01	1349	387	10	CW	G3LHJ	599	56
04. Aug 01	1352	388	20	CW	UZ7U	599	77
04. Aug 01	1353	389	20	CW	LY2OX	599	66
04. Aug 01	1353	390	20	CW	SP3LWP	599	79
04. Aug 01	1354	391	20	CW	EU1FC	599	89
04. Aug 01	1354	392	20	CW	UY5TE	599	68
04. Aug 01	1355	393	20	CW	RA1ARJ	599	99
04. Aug 01	1355	394	20	CW	SM1BVQ	599	71
04. Aug 01	1356	395	20	CW	YO7LBU	599	87
04. Aug 01	1358	396	20	CW	LY5G	599	77
04. Aug 01	1358	397	20	CW	EW6NB	599	56
04. Aug 01	1359	398	20	CW	OM4DN	599	75
04. Aug 01	1359	399	20	CW	HA3PT	599	73
04. Aug 01	1400	400	20	CW	EU1DX	599	86
04. Aug 01	1400	401	20	CW	UX7QD	599	75
04. Aug 01	1401	402	20	CW	RA4ST	599	83
04. Aug 01	1401	403	20	CW	RA3DQ	599	81
04. Aug 01	1401	404	20	CW	SP7GIQ	599	72
04. Aug 01	1403	405	20	CW	LY1FZ	599	94
04. Aug 01	1403	406	20	CW	SP9KRT	599	70
04. Aug 01	1403	407	20	CW	RK3AWL	599	92
04. Aug 01	1403	408	20	CW	UA2FC	599	73
04. Aug 01	1404	409	20	CW	LY2FN	599	78
04. Aug 01	1406	410	20	CW	RA3TLA	599	94
04. Aug 01	1406	411	20	CW	F6GQO	599	80
04. Aug 01	1407	412	20	CW	GW3KDB	599	54
04. Aug 01	1408	413	20	CW	S51TA	599	94
04. Aug 01	1409	414	20	CW	RV6AJ	599	72
04. Aug 01	1409	415	20	CW	UA3ABJ	599	66
04. Aug 01	1410	416	20	CW	RK3AD	599	76
04. Aug 01	1411	417	20	CW	YU1BAU	599	69
04. Aug 01	1411	418	20	CW	LY2TE	599	84
04. Aug 01	1412	419	20	CW	RK3FT	599	83
04. Aug 01	1413	420	20	CW	LY2GV	599	79
04. Aug 01	1413	421	20	CW	YL1ZF	599	92
04. Aug 01	1414	422	20	CW	RU3RQ	599	92
04. Aug 01	1415	423	20	CW	ON7ON	599	99
04. Aug 01	1415	424	20	CW	OH6RX	599	88
04. Aug 01	1417	425	20	CW	SP2PI	599	58
04. Aug 01	1417	426	20	CW	DL7JAN	599	98
04. Aug 01	1418	427	20	CW	9A1CMS	599	76
04. Aug 01	1419	428	20	CW	HB9ARF	599	71
04. Aug 01	1419	429	20	CW	T92D	599	84
04. Aug 01	1420	430	20	CW	OM5NA	599	87
04. Aug 01	1420	431	20	CW	4N1RS	599	74
04. Aug 01	1422	432	20	CW	DK1WU	599	68
04. Aug 01	1423	433	20	CW	G3RSD	599	63
04. Aug 01	1424	434	15	CW	GW3NJW	599	59
04. Aug 01	1426	435	15	CW	S52U	599	93
04. Aug 01	1427	436	15	CW	YU1OJ	599	88
04. Aug 01	1428	437	15	CW	EI7GY	599	89
04. Aug 01	1431	438	15	CW	G3KKP	599	55
04. Aug 01	1431	439	15	CW	UT2IO	599	79
04. Aug 01	1432	440	15	CW	OK2MBP	599	95
04. Aug 01	1433	441	15	CW	DL3ZAI	599	63
04. Aug 01	1433	442	15	CW	RA1ACJ	599	90
04. Aug 01	1434	443	15	CW	G3TXF	599	65
04. Aug 01	1436	444	15	CW	RK3AD	599	76
04. Aug 01	1437	445	15	CW	SV1EDY	599	96
04. Aug 01	1438	446	15	CW	YO2DFA	599	83
04. Aug 01	1439	447	15	CW	DJ1PQ	599	57
04. Aug 01	1440	448	15	CW	YU7SF	599	55
04. Aug 01	1441	449	15	CW	RA6FV	599	84
04. Aug 01	1442	450	15	CW	ES4RO	599	80
04. Aug 01	1443	451	15	CW	RK3DZD	599	01
04. Aug 01	1443	452	15	CW	OK2PP	599	63
04. Aug 01	1444	453	15	CW	DL1HTX	599	64
04. Aug 01	1444	454	15	CW	UZ7U	599	77
04. Aug 01	1446	455	10	CW	HB9ARF	599	71
04. Aug 01	1447	456	10	CW	S56A	599	62
04. Aug 01	1449	457	10	CW	DK5DQ	599	86
04. Aug 01	1450	458	10	CW	HA8MD	599	98
04. Aug 01	1452	459	10	CW	SP9BRP/P	599	66
04. Aug 01	1455	460	10	CW	GW3KDB	599	54
04. Aug 01	1500	461	20	CW	UA4YG	599	80
04. Aug 01	1501	462	20	CW	YU7LS	599	65
04. Aug 01	1501	463	20	CW	LZ2KTR	599	01
04. Aug 01	1501	464	20	CW	UA3WW	599	51
04. Aug 01	1502	465	20	CW	GW3NJW	599	59
04. Aug 01	1503	466	20	CW	RK4WWP	599	76
04. Aug 01	1503	467	20	CW	DF2PN	599	72
04. Aug 01	1504	468	20	CW	OH0R	599	79
04. Aug 01	1506	469	20	CW	UA4ARL/QRP	599	83
04. Aug 01	1506	470	20	CW	LY2MM	599	70
04. Aug 01	1507	471	20	CW	YO4AAC	599	85
04. Aug 01	1508	472	20	CW	9A1AA	599	77
04. Aug 01	1509	473	20	CW	RW3TA	599	78
04. Aug 01	1510	474	20	CW	UW7F	599	80
04. Aug 01	1511	475	20	CW	DK3DM	599	90
04. Aug 01	1511	476	20	CW	YZ1AU	599	81
04. Aug 01	1512	477	20	CW	RG3A	599	82
04. Aug 01	1512	478	20	CW	LY2HN	599	78
04. Aug 01	1513	479	20	CW	RA9CO/3	599	86
04. Aug 01	1514	480	20	CW	9H1ZA	599	62
04. Aug 01	1515	481	20	CW	OK1NR	599	57
04. Aug 01	1515	482	20	CW	YO6ADW	599	64
04. Aug 01	1516	483	20	CW	YO4CSL	599	81
04. Aug 01	1518	484	20	CW	G3NWG	599	59
04. Aug 01	1518	485	20	CW	OH1UP	599	61
04. Aug 01	1519	486	20	CW	HA8EN	599	77
04. Aug 01	1520	487	20	CW	G3KKP	599	55
04. Aug 01	1521	488	20	CW	OH1MM	599	87
04. Aug 01	1521	489	20	CW	YU7KW	599	75
04. Aug 01	1522	490	20	CW	YO6BHN	599	74
04. Aug 01	1522	491	20	CW	LY6M	599	91
04. Aug 01	1523	492	20	CW	OK1DRU	599	82
